epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
1,11.815269041361299,0.0012981393336218088
epoch,loss,acc
epoch,loss,acc
1,11.832787789638687,0.0012981393336218088
2,11.722121211717713,0.0008654262224145391
epoch,loss,acc
1,0.3186684751285697,0.00043271311120726956
2,0.3087741238234928,0.00043271311120726956
3,0.3066000591190356,0.00043271311120726956
4,0.3037648871541023,0.00043271311120726956
5,0.2995933994838277,0.00043271311120726956
epoch,loss,acc
1,0.3203208043515307,0.00043271311120726956
2,0.3106090141073713,0.00043271311120726956
3,0.30733476279291716,0.00043271311120726956
4,0.3050017420132205,0.00043271311120726956
5,0.3050283036142025,0.00043271311120726956
6,0.30247415241392905,0.00043271311120726956
7,0.29950817243295647,0.00043271311120726956
8,0.293590635623572,0.00043271311120726956
